newsid	newwords	covertitle
160225911	现金优惠:4	林肯最新价格播报：林肯大陆现金优惠4.5万
160225912	元新能源:8	比亚迪最新价格播报：元新能源售价8.99万元起
160225913	综合优惠:6	车坛优惠播报：雪铁龙限时优惠，旗下雪铁龙C3L最高综合优惠2万！
160225914	综合优惠:7	大连的朋友们看过来，雷凌双擎E+现在最高综合优惠3.3万！
160225916	开到报废:5	想买台中级车开到报废，该怎么选？牢记这四个原则！
160225918	战略合作:5	嘀嗒出行与广州达成出租车“三化”战略合作
160225920	综合优惠:6	车闻速递：雪铁龙C3L强势降价，最高综合优惠2万
160225921	全新奔驰:15,豪华轿车:4,大型豪华:4	全新奔驰S级对比奥迪A8L，大型豪华轿车如何选？
160225969	英雄版:9,刀锋英雄:9,坦克300:7,值得推荐:5	BJ40刀锋英雄版实车，气场不输坦克300！柴油版值得推荐
160226019	公里油耗:4	SUV新车7.78万起，百公里油耗7升多，抛开面子谈实用
160226025	坦克300:4	坦克300到店评测 空间 舒适度 NVH噪音震动
160226071	汉兰达运动版:8	全新丰田汉兰达运动版现身，颜值提升比老款顺眼，V6动力令人羡慕
160226094	全新一代奔驰:5	售价89.98-181.88万元 全新一代奔驰S级重新定义豪华旗舰
160226101	男女司机:10,司机开车:5	男女司机开车的区别，这个总结太到位了！
160226113	丰田威驰:5	丰田威驰：家庭实用之选，代步“神车”
160226213	全新一代奔驰:4	引领市场的它变“丑”了吗？全新一代奔驰S级到店实拍
160226236	新款宝马:5	原厂百公里加速3秒内只有超跑？还有它，新款宝马M5 CS官图发布
160226238	大切诺基性能版:8	全新Jeep大切诺基性能版现身，配V8带四驱，能越野还能4.9秒破百
160226244	坦克300:5	长城又一越野利器，升高加宽带绞盘！通过性稳超坦克300
160226250	周年纪念版:4	Jeep指南者推80周年纪念版，专属外观套件，配置升级，配1.3T插混
160226389	高端品牌:5	携手特斯拉？比亚迪全新高端品牌“海豚”要来了
160226391	涡轮增压发动机:8	更加运动化/搭载2.0T涡轮增压发动机 长安CS85 COUPE如何选？
160226393	公里加速:4	特斯拉上新车了，标配飞船方向盘百公里加速2.1秒，乞丐版80万起
160226396	肌肉跑车:4	不再迷恋肌肉跑车？新能源化的福特野马即将国产
160226401	中国市场:7	时隔四年丰田终于超越大众夺冠，中国市场功不可没
160226404	五菱征途:5	五菱征途更多产品细节曝光，搭载8英寸互联大屏，货箱设计是亮点
160226417	锯齿车道:5	路上出现“锯齿车道”，新手司机勇往直前！交警：分够扣吗？
160226420	纯电动车:5	小到极致也是精华！这4款纯电动车，最低不到3万元
160226436	猛士民用版:4	新款东风猛士民用版最新消息，搭载4.0T柴油动力，3月份上市
160226438	全新一代奔驰:16	售价89.98万起，全新一代奔驰S级正式上市
160226439	奔驰新:10	奔驰新S上市：比起有争议的颠覆，我更怕无创新的守成
160226441	五菱凯捷:4	原来嫌MPV太丑，奶爸挑了大半年，最后选了五菱凯捷打脸了
160226442	比亚迪全新:4	阴阳双修，加速3秒 比亚迪全新轿跑SUV“明”曝光
160226527	全新雪铁龙:9	法系车翻身靠它？全新雪铁龙C4实拍，溜背似轿跑，颜值是亮点
160226536	纯电动车:7	“维权皇后”引发里程拷问：是纯电动车“虚标”，还是用户苛刻？
160226621	全新奥迪:12	轴距加长51mm 试驾全新奥迪A3 符合“真香定律”
160226627	高怠速:8	既然冷车启动磨损大，为何还要设置高怠速？不会加大磨损吗？
160226628	五菱征途:5	内饰堪比乘用车 五菱征途配备8英寸娱乐大屏，支持手机互联
160226463	亿美元:7	估值34亿美元！FF官宣将借壳上市，新车65万起步，参数逆天，那个男人终于要回来了？
160226643	无人驾驶出租车:6	辽宁大连首批无人驾驶出租车开放体验
160226653	全新雪佛兰开拓者:4	实拍全新雪佛兰开拓者RS，搭载RS套件，标配四驱和四种驾驶模式
160226658	全新科尔维特:6	全新科尔维特Z06渲染图曝光，或搭载5.5L V8中置引擎，或7月推出
160226664	公里续航:4	宣布突破1000公里续航，赛力斯是真干货还是假噱头？
160226666	系列皮卡:4,皮卡改装:4	实拍福特F系列皮卡改装版，配高性能刹车和悬挂，越野性能升级
160226702	大众进口车:14,进口车业务:13	苏伟铭离任，大众进口车业务名存实亡
160226705	全新奥迪:11	外观激进，内饰科技，全新奥迪A3竞争力有多强
160226706	比亚迪e6:9,全新比亚迪:5	变身“TAXI”？全新比亚迪e6搭刀片电池，续航或达500km
160226710	二线新势力:9	二线新势力面临被洗牌，IPO成“双刃剑”
160226721	车动态:4	车动态：奔驰S级上市；日产最新销量；吉利和FF合作
160226725	五菱征途:7	配备8英寸中控大屏，五菱征途皮卡货箱可实现2米纯平3面开
160226745	版车型:4	吉姆尼将推出五门版车型，预计在今年发布！
160226747	中高端轿车:5	刷新销量新记录，汉成30万级中高端轿车前三唯一新能源车
160226748	全新奥迪:9	全新奥迪RS 6王炸登场
160226753	第三代哈弗:4	试驾第三代哈弗H6 2.0T “载娃”也要大排量？
160226758	纯电动车:9	续航高充电快，纯电动车“跃进”路上的那些坑
160226768	长期战略:5	中长期战略遇冷，宁德时代的“新麻烦”
160226770	刀片电池:9	下半年装车，比亚迪将向一汽红旗提供刀片电池
160226782	新款几何:6	续航涨至600KM，新款几何A能否扭转现状？
160226794	全新奔驰:5	车快报：广汽丰田召回，思域姊妹版车型曝光，全新奔驰S级上市
160226798	全球销量:4	重回世界首位，丰田2020年全球销量超大众
160226881	滴滴自动驾驶:7,亿美元:6	再获3亿美元融资，滴滴自动驾驶持续升温
160226891	低压燃油泵:6,汉兰达汽车:4	低压燃油泵叶轮隐患 广汽丰田扩大召回部分凯美瑞、汉兰达汽车
160226893	全新奥迪:5	“西装暴徒“进一步升级！全新奥迪RS6售142.88万起！
160226907	大众宝来:17	国民家轿大比拼，日产轩逸对比大众宝来
160226909	丰田汉兰达:4	2021款丰田汉兰达到店，外观很大方，配置升级，2.0T动力充沛
160226910	标致308:5	标致308将推出插电混动车型 2021年下半年亮相
160226916	两代同堂:8,销量王:4	“两代同堂”却成了“销量王”，消费者买这些车时，真得看清楚了
160226932	全新奥迪:9,新奥迪:5	顶尖性能天团 全新奥迪RS家族联袂发布
160226936	取消年检:6,建议取消:4	年检无法通过怎么办？专家建议取消年检，和这两个原因息息相关
160226940	五菱征途:4	五菱征途内饰官图曝光 配8英寸中控屏
160226967	全新一代奔驰:4	全新一代奔驰S级正式上市 售89.98-181.88万元
160226972	黑武士版:8	外观更个性/搭1.5T动力！风神奕炫GS黑武士版值不值
160226974	全新马自达:11	搭4JJ3柴油机 可惜无缘国内市场 全新马自达BT-50上市|卡车之友网
160226978	全新一代奔驰:9	开创出行新S代，全新一代奔驰S级正式上市，89.98万起售
160226994	这款房车:9	高配大通V90底盘，全新Vanlife布局，这款房车适合你吗？
160226995	五菱征途:9	中国人民真的需要皮卡？五菱觉得是，所以他们造了五菱征途
160226999	标致308:4	新车速递 | 预计下半年上市 2021款标致308谍照曝光
160227005	哈弗初恋:31	车行道丨哈弗初恋PK广汽传祺GS3 POWER,谁能俘获年轻人的青睐呢？
160227041	高端电动:9,电动品牌:6	加入车企品牌高端化浪潮 比亚迪将推高端电动品牌
160227049	五菱征途:4	五菱征途内饰公布，搭载8英寸娱乐互联大屏，3月上市发售
160227050	中国市场:5	中国市场表现最好 日产汽车公布2020年全球市场总销量
160227077	高端轿车:5	长安汽车2021年新车计划，5款新车，UNI-K/高端轿车将是重点
160227081	全新奥迪:17	“纽北最速SUV”上市 全新奥迪RS Q8售价184.74万元
160227096	汽车产量:8	英国2020年汽车产量创36年来新低 逾1万人失业
160227100	全新轿跑:4	比亚迪全新轿跑SUV、MPV曝光，这次的目标是Model X、埃尔法？
160227107	大众途铠:11	合资小型SUV争霸战：丰田奕泽IZOA与大众途铠该选谁？
160227108	新能源乘用车:5,欧洲新能源:4	2020年欧洲新能源乘用车销量统计数据出炉：总数超中国，位第一
160227113	交通运输:13	网约车平台请注意：交通运输部最新发言将加强反垄断
160227148	豪华品牌:6	花二十万也能买豪华品牌SUV 这几款车型堪称性价比之王！
160227162	五菱征途:4	又一款创业“神车” 五菱征途内饰官图首发
160227184	长安福特锐界:5	要智慧、有力量 长安福特锐界PLUS诠释新世代美系SUV | 龙眼看车
160227232	全新思域:6	广本“全新思域”或命名Integra 预计将于年底投产
160227257	汽车市场:12,全球汽车:9	全球汽车市场缺”芯“，背后的“危”与“机”在哪里?
160227267	五菱征途:5	配8英寸中控显示屏 五菱征途内饰曝光
160227276	老年代步车:8	人民网连续批判老年代步车 产业是否走到末路？
160227280	内饰设计:4	撞色设计吸睛 凯翼炫界Pro内饰设计草图曝光
160227283	全新奥迪:5	全新奥迪RS 7 Sportback正式上市 百公里加速3.6秒
160227284	标致508:5	比迈腾GTE便宜了4万 标致508L PHEV值得选吗
160227290	福特中国:4	福特中国硬说今年是马年被炒上热搜
160227291	全新奔驰:4	新车速递丨汽车发明者再次定义豪华 全新奔驰S级正式上市
160227296	中国特供车:9	又一“中国特供车”来袭，与雅阁凯美瑞同级，却只卖思域的价钱？
160227301	紧急避障:8	安全重于泰山 年度评选紧急避障成绩揭晓
160227302	五菱征途:5	五菱征途内饰官图发布 配8英寸中控屏
160227311	车企选择:4	缺“芯”危机短期难解，车企选择“保高弃低” | 经观汽车
160227408	智能驾驶:11	智能驾驶哪家强？关键还得看雷达！
160227444	转子发动机:13	谁没疯狂过！50多年前，我国就造出了转子发动机卡车
160227479	大众探岳:7	轴距超2米7的德系SUV！配湿式双离合，探店实拍一汽-大众探岳
160227495	设计草图:4	橙黑撞色 凯翼炫界Pro内饰设计草图发布
160227505	长轴距版:4	宾利添越长轴距版要来了，轴距或比肩库里南？
160227508	全新一代奔驰:6	售价89.98-181.88万元，全新一代奔驰S级正式上市！
160227554	兄弟车:4	“硬地瓜”重出江湖？或为思域兄弟车，广本Integra年底投产
160227569	比亚迪e6:4	搭刀片电池 新款比亚迪e6入列出租车
160227589	收购阿斯顿:4	传比亚迪将收购阿斯顿·马丁， 比亚迪：不予置评
160227643	豪华品牌:46	特斯拉也能算豪华品牌？
160227680	新能源市场:5	宝马发力新能源市场，但iX3的对手只有e-tron和EQC吗？
160227708	英雄版:7,刀锋英雄:7	预售20万左右，BJ40刀锋英雄版标配三把锁+四驱！
160227733	新款凯美瑞:8	新增车载微信，配雅阁同款中控屏，新款凯美瑞配置信息曝光
160227738	奥迪一汽:5	“奥迪一汽新能源”落户长春 没写错是“奥迪一汽”！
160227744	新款凯美瑞:11	科技感显著提升！新款凯美瑞配置曝光，换装液晶仪表/车载微信等
160227779	标致308:6,全新标致:5	全新标致308谍照曝光 计划搭载多种动力组合
160227783	老款车型:21,广汽丰田雷凌:13,新老款:11	造型更凶猛 广汽丰田雷凌新老款车型对比
160227792	定义汽车:5	芯片也想定义汽车了？
160227797	销量排行榜:4	12月销量排行榜出炉，五菱新车获冠军，31天售32097台，2.88W
160227803	售价为:4	奥迪高性能家族中国集结 最高预售价为229万元
160227810	中保研:10	中保研发布重磅信息 7款测试车辆“现原形” 宝马这成绩
160227813	全新ix35:13	同为年轻化代表作 全新ix35与捷达VS5哪个更有排面儿
160227814	五菱征途:10	五菱征途内饰官图发布，设计语言很简单，3月上市
160227886	新车型:5	换装触摸式方向盘！大众途锐新车型值不值得买
160227888	钥匙没电:4	难道钥匙没电只能敲玻璃？这条开车必备的钥匙使用技巧你知道吗？
160227892	全新一代奔驰:9	售价为89.98万-181.88万元，全新一代奔驰S级正式在国内市场上市
160227904	坦克系列:4	坦克系列欲成为第二个高端品牌？可能与WEY分家
160227914	全新奔驰:8	全新奔驰S级正式上市 旗舰级大型轿车的新豪华主义
160227918	坦克300:5	炮断钩坦克300断轴哈弗气囊打不开 长城汽车怎么了？
160227949	全新奔驰:5	售89.98万起！全新奔驰S级正式上市，全系搭6缸发动机
160227950	升级刹车:4	无力、抖动、异响？升级刹车都有哪些坑？
160227962	中国车市:4	2021中国车市销量向左走向右走？
160227963	电池技术:4	续航大幅提升？宁德时代将推新电池技术
160227980	上汽大众:35	上汽大众：自我革命
160227983	全新奔驰:28,养车成本:5	月均花费2000元打底 全新奔驰S级养车成本解析
160228002	孩子上学:4	这3款车为什么在有孩子上学的家庭受到热捧？实用、便宜而舒适！
160228016	全新奔驰:9	全新奔驰S级购车手册 主推S 450 L 4MATIC
160228017	第三代哈弗:21	销量冠军名副其实，详解第三代哈弗H6
160228021	中国市场:7	日产2020全球销量成绩 中国市场优势明显/同比下滑幅度最小
160228024	汽车机油:6	如何正确养护汽车发动机？3种汽车机油的区别！
160228027	亿美元:10	FF将于纳斯达克上市 共募集资金约10亿美元
160228033	续航里程:4	特斯拉Roadster生产推迟到明年 续航里程约998公里
160228035	豪华品牌:5,传统豪华:4	宝马iX3官降7万元，传统豪华品牌的定价逻辑你看懂了吗？
160228043	激光雷达:14	激光雷达对自动驾驶是否必要？四位行业大咖详谈智能汽车
160228139	平均成交价:16	平均成交价达42.63万！中国车竟比宝马奥迪还要高？
160228152	牛年纪念:5	牛年纪念款宏光MINI EV上市在即，有人说酷炫，有人说“恶魔”
160228166	国产林肯航海家:11	全新国产林肯航海家，他来了。
160228167	福特猛禽:5	2021款福特猛禽2月4号亮相！700匹谢尔比野马V8引擎
160228172	全新奔驰:4	全新奔驰S级正式上市，售价89.98万起
160228179	美式豪华:4	007探店：要啥BBA？美式豪华一样香 实拍新一代林肯航海家
160228195	五菱征途:5	五菱征途野营版改装车官图曝光，2月2日开启线上盲订
160228206	续航里程:33	续航里程之争：电动车生态缺憾的“放大镜” | 经观汽车
160228214	全新一代奔驰:11	全系标配3.0T，全新一代奔驰S级上市！售价89.98万起
160228264	福特中国:7	是指牛为马还是逆向营销？福特中国靠海报火了一把
160228265	特斯拉盈利:5	碳交易助攻特斯拉盈利 新版Model S再割韭菜
160228273	芯片短缺:5,汽车芯片:4	芯片短缺加剧，汽车芯片和手机芯片面临对冲危机
160228274	丰田兰德酷路泽:4	全新丰田兰德酷路泽曝光 将于8月正式亮相
160228278	国民版:10	3万元电动车你选谁 宏光MINIEV对比E-Star国民版
160228287	全新奥迪:4	全新奥迪RS 6 Avant正式上市，售价142.88-177.39万元！
160228291	全新凯迪拉克:9	您想要的全新凯迪拉克XT6
160228295	亿欧元:7	疫情无碍豪车热卖 戴姆勒集团2020年息税前利润达66亿欧元
160228301	刀锋英雄:9,英雄版:8	实拍北京BJ40刀锋英雄版，黑色涂装更战斗！
160228308	一代奔驰:5	新一代奔驰S级89.98万起，相比上代S级，为何受到众多非议？
160228313	五菱征途:8,越境征途:8	五菱征途2月2日开启盲订，野营版改装车亮相，命名为“越境征途”
160228316	全新奥迪:5	全新奥迪A3上市即降2万，何时入手才是最好时机？
160228471	全新奥迪:4	激情来袭 全新奥迪RS上市
160228498	全新奔驰:5	全新奔驰S级正式上市 五款车型售价89.98万-181.88万元
160228521	五菱征途:6	青春皮卡走起，五菱征途2月要开卖，消费者却表示便宜也不想买？
160228586	电池技术:4	电池技术将再上台阶，宁德时代将于2025年推CTC技术
160228329	远景目标:7,目标纲要:4	全文！海南“十四五”规划和二〇三五年远景目标纲要（摘要）正式公开
160228594	亿美元:6	估值34亿美元，法拉第未来用SPAC上市来延伸未来
160228413	新春口罩:4	“新春口罩”热销，能放心用吗？
160228760	日本市场:5	红旗H9踏入日本市场！售价比雷克萨斯LS还高，能否将LS比下去？
160228766	汽车制造商:6	丰田超越大众 成全球销量最高汽车制造商
160228767	全新奔驰:4	抢先试驾全新奔驰S级，外观改头换面，内饰仿若游艇
160228769	新款凯美瑞:9	换装悬浮式中控大屏 新款凯美瑞配置曝光
160228771	五菱征途:5	五菱征途内饰公布 提供8英寸中控屏 货箱尺寸超大
160228782	全球汽车:4	全球汽车行业10大趋势
160228786	汽车保养:6	汽车保养只要换机油？这4个零件很重要！
160228788	国产汽车:7	盘点最有实力的国产汽车品牌，凭什么他们会是成功者？
160228790	汽车芯片:8	汽车芯片断供，台积电利润超车企，芯片已成未来汽车“命门”
160228900	国产保时捷:4	想买国产保时捷？我劝你还是别等了！
160228901	高端品牌:10	未来1-2年将推高端品牌“海豚”？ 比亚迪官方回复“不予置评”
160228910	设计草图:4	内饰简洁清晰 或将采用四座版本 凯翼炫界Pro内饰设计草图曝光
160228914	法拉利550:6	法拉利550 Maranello猎装版来了！非官方改装，向经典致敬
160228925	与法拉第未来:4	贾跃亭赢了！吉利与法拉第未来达成合作，FF91即将量产！
160228928	座椅布局:4	大众全新一代开迪实拍 提供3种不同的座椅布局
160228934	品牌保值率:7,汽车品牌:6,美系汽车:5	美系汽车品牌保值率排名第一的，怎么会是负面缠身的特斯拉？
160228938	块大屏:4	天际ME7到店实拍，竟然配备了5块大屏！
160228948	北汽新能源:10	“拯救”北汽新能源，从裁员20%降薪开始
160228951	高端品牌:7	比亚迪高端品牌曝光，首款车型或定名"海豚"，这是要建海洋馆？
160228960	中国品牌:21	合资和中国品牌纯电汽车，价格相同时，您会选谁？
160228970	不懂车:4	美国人没追求所以买日系车？网友：不懂车的是国人！
160228971	坦克300:11	官方称坦克300断轴为超负荷所致 业内：过度宣传让用户期望过高
160228999	全新奥迪:8	预算20万，奔驰A级、宝马1系和全新奥迪A3怎么选？
160229005	亿港元:7	恒大汽车引260亿港元战投，股价飙涨逾60%
160229030	三家车企:6	这三家车企的销量连续两年下滑，为什么我还依旧看好？
160229077	高端品牌:14	车标疑似露出 "光驭"能为长安汽车高端品牌带来什么？
160229079	浩瀚架构:23	浩瀚架构和领克ZERO 能否指引吉利出征星辰大海
160229087	全新奔驰:4	海外实拍全新奔驰CLA
160229089	上汽大众:8	打造智能出行 体验上汽大众ID.4 X全新车联系统
160229099	全新奥迪:18	全新奥迪A3对比宝马1系 EA211能打得过B48吗？
160229104	刀片电池:35,混动专用:30,超级混动:26,功率型:24,型刀片:24,专用功率:24	研判：比亚迪DM-i超级混动专用功率型刀片电池技术优势
160229105	全新丰田:4	《全新丰田Aygo最新谍照曝光 》
160229175	免费通行:9,小型客车:6,通行收费站:4	2月1日起豫V牌照小型客车实施免费通行，免费通行收费站增至44个
160229209	标致308:7,全新标致:7	《全新标致308确认将于下半年发布》
160229227	宾利添越长轴距:4	《最新宾利添越长轴距版路试谍照》
160229237	仪表盘指示灯:6	面对汽车仪表盘指示灯突然“智商掉线”？没关系，我来给你补脑！
160229244	亿美元:6	传FF将与SPAC合并上市，吉利或为其投资超7亿美元
160229247	续航里程:9,剩余续航:9	试驾 | 讲真，你完全可以相信BMW iX3显示的剩余续航里程
160229461	雪佛兰科尔维特:5	《新款雪佛兰科尔维特Z06有望于年中发布全新车身套件》
160229477	电池材料:5	戴姆勒电池伙伴Sila Nano融资5.9亿美元2025年将生产汽车电池材料
160229481	次入门版:4,入门版凯迪拉克:4	解读次入门版凯迪拉克CT5！虽然很“香”但适合你吗？
160229490	大众高尔夫:4	预算20万，低配奥迪A3L、顶配大众高尔夫，你会怎么选呢？
160229499	自主车企:4	低端车都还没整明白，自主车企为何扎堆智能高端电动车？
160229501	2021本田:5	2021本田EA6外观独特，综合续航为510公里，你会选择它吗？
160229525	全新奥迪:15	豪华紧凑型轿车上新 全新奥迪A3购车指南
160229549	星途揽月:4	2021款星途揽月要来了，预售17万元起，这样的内饰你会喜欢吗？
160229552	现代名图:4	2021款现代名图要来了！配1.5T/1.8L，预售13.58万元起
160229615	坦克300:12	“国产牧马人”坦克300 接连断轴趴窝 真的是质量问题吗？
160229667	全新特斯拉:5	全新特斯拉Model X来了，价格精确到“十元”
160229676	508运动版:5,标致508:5,全新标致:4	法系插电混动高性能四驱轿车 全新标致508运动版海外实车
160229698	老年代步车:6	老年代步车被严打，微型纯电动车还有哪些好选择？
160229981	销量目标:4	明年推33款车，销量目标上涨8万辆 一汽-大众奥迪的目标定了
160229984	新款4008:5	内饰/外观均升级 不过我更喜欢新款4008/5008的奢华内饰
160229988	氢能产业:8	青岛要大力发展氢能产业了！以后氢燃料汽车会越来越多了？
160229997	连锁平台:8	脱保后你还去4S店保养吗？连锁平台发力，养车能否省钱省心
160230000	激光雷达:4,亿美元:4	这家美国的激光雷达初创企业即将上市，估值达19亿美元
160230009	第三代哈弗:10,碰撞测试:5	第三代哈弗H6碰撞测试“出事”了？看看长城官方是怎么说的
160230019	芯片危机:6	因为芯片危机西雅特减产 汽车工人：我失业了？
160230020	全新哈弗:4	C-NCAP对全新哈弗H6进行40%碰撞试验
160230023	一汽马自达:12	一汽马自达官方:网传解散等信息为谣言 将追究发布者法律责任
160230032	换电设施:6	缓解充电焦虑！上海计划未来5年新增充换电设施30万个
160230035	纯电续航:4	纯电续航120km/搭超级混动系统 比亚迪秦PLUS您了解多少？
160230038	新能源车:27	五菱和特斯拉继续发力！新能源车11月销量竟然如此强劲！
160230043	侧面碰撞:7,碰撞测试:4,第三代哈弗:4	侧气囊/气帘未打开 C-NCAP对第三代哈弗H6进行侧面碰撞测试
160230046	上汽奥迪:10	上汽奥迪官宣新进展：经销商渠道定了，首款车也定了
160230054	哈弗初恋:4	谁说1月11日也是光棍节 哈弗初恋或许这天到来 让你不再单身
160230064	未来车:4	“未来车新政详细战略”开启，看看韩国如何推动新能源车发展
160230070	007金手指:4	《007金手指》复刻版DB5交付 2400多万元一身装备却无法上路
160230087	更新指标:10,申请更新:7,元旦前:6	北京：出售车辆后申请更新指标无时限 元旦前不必扎堆买新车
160230091	停止生产:4	面临停止生产/销售？474家企业未按时报送准入条件自查结果
160230095	激光雷达:11	华为强势杀入自动驾驶领域 发布车规级高性能激光雷达
160230102	自用充电桩:7,新增自用:5,充电桩数量:5	河南：新增自用充电桩数量达到5000个，补贴100万元
160230105	全新奥迪:4,450马力:4	全新奥迪RS 3 Sportback造型更凶悍了，动力竟能高达450马力
160230107	超级充电站:8	特斯拉又双叒投放一批超级充电站，全国已达600座，随便充！
160230476	宠粉计划:4	售价或突破18万元/2021上半年上市，长安UNI-K推“宠粉计划”
160230478	东方新天地:8	几千万租金还嫌贵？不差钱的恒大新能源在东方新天地开店了
160230497	地台高度:11	探岳 探歌 速腾 探影 一汽大众4兄弟比后排地台高度 谁会赢
160230498	坦克300:21	新秀VS曾经的网红越野车，坦克300与北京BJ40怎么选？
160230519	汽车品牌:10	以创始人命名的汽车品牌 你觉得LOW还是高大上？
160230541	英国汽车:4	英国汽车产量去年下降29%，创下36年以来新低
160230555	英国汽车:10	2020年英国汽车生产下滑29.3%
160230564	咖啡智驾:6	长城咖啡智驾启动全国路测，冲锋中国首个全车冗余L3级自动驾驶
160230607	凯翼全新:4	撞脸长安UNI-T，凯翼全新SUV专利图曝光
160230675	坦克系列:4	成为旗下第二个高端品牌？据悉坦克系列将脱离WEY
160230725	中大型:4	想买车的别急，福特全新中大型SUV领裕实车曝光！或上半年上市
160230726	全新一代开迪:9	大众最帅的小货车！全新一代开迪实车，2.0T动力配超大空间
160231193	新手司机:10	新手司机别盲目自信，上路15分钟，教练帮你找出诸多问题
160231228	农村包围:5,包围城市:5	走“农村包围城市”之路，野马汽车能逆袭吗？
160231236	春节期间:5,小型客车:4	春节期间小型客车免收高速费，济宁货车禁上高架7000辆被劝返
160230841	品牌logo:8,logo背后:4,真实含义:4	世界上10个著名品牌logo背后，隐藏着鲜少有人知晓的真实含义
160230835	中国央行:5	美国“弹尽粮绝”？中国央行再次出手，2021年全国GDP增速或达9%
160231447	会议精神:4,贯彻区委:4,学习贯彻:4,工作会议:4	【党建瀍河】区人大学习贯彻区委九届十一次全会 暨区委经济工作会议精神
160231309	直播车:10,网红直播:10	移动直播利器：上汽大通全球首台5G网红直播车
160231395	巡察情况:9,情况反馈:5	北岸经开区党工委镇村巡察情况反馈会召开
160231413	扫码线上:4,疫情防控:4,防控宅在家:4	莆田市“疫情防控宅在家，扫码线上看元宵”活动公告
160231635	汽车销量:8	汽车销量南北方差异太大了！来看一下北方人和南方人最爱哪些品牌
160231702	长轴距版:5	请管好钱包！宾利添越长轴距版要来了！就在4月份！
160231726	五菱征途:19,征途改装:12	五菱征途改装车，宛如移动的房子，车顶可遥控升降，还能去越野
160231772	豪华车保值率:4,保值率榜单:4,2020年豪华车:4	最新！2020年豪华车保值率榜单出炉：雷克萨斯夺冠，特斯拉前五！
160231795	速度机器:5,机器加工厂:4	奥迪RS一出没（mò）即出没（méi），“速度机器加工厂”名不虚传
160231820	全新奥迪:7	多了“屁股”的它会更实用吗？全新奥迪A3L到店实拍
160231835	999万:4	99.999万的特斯拉新车上市，2.6秒破百！方向盘有点意思
160231856	豪华品牌:5	A3对比1系，同为豪华品牌入门级车型，谁的运动感更能吸引年轻人
160231863	亿美元:16,美元市值:5	【牛财经】万亿美元市值不是梦，特斯拉Q4季报透露哪些重磅信息？
160231874	汽车保养:4	汽车保养做好这三点，争当“紧挽”安全的驾驶员
160231885	大众品牌:5	大众品牌2021年新车规划曝光，新凌渡带无框门
160231886	乘用车市场:4	乘用车市场的2020：一出“深V反弹”的好戏
160231956	绝尘黄:7	实拍玛莎拉蒂MC20绝尘黄，超级跑车就是要配上超级“骚”色
160231958	美国市场:11	2020美国市场SUV销量排名 RAV4一骑绝尘
160231964	东风标致5008:10,新款东风标致:7	新款东风标致5008实车到店，前脸非常精致
160231984	保时捷911:5	为越野路况考虑 保时捷911 Safari谍照曝光
160231991	英雄版:7,刀锋英雄:7	国产版的牧马人，北京BJ40刀锋英雄版亮相，新增2.0T柴油+8AT
160231995	新动力:4	车事解码丨TNGA新动力出击，卡罗拉能否撼动轩逸？
160232032	牛年纪念:4	五菱宏光MINI EV推黑红撞色牛年纪念款 原厂改装的“牛魔王”
160232226	新款汉兰达:4	2021款汉兰达新上市！新款汉兰达购车手册
160232230	全新领克:12	全新领克01到底有哪些可圈可点的升级？劲Halo版本试驾体验来了
160232235	贺岁限量版:9	配置升级 BEIJING-X7贺岁限量版苏州到店
160232347	全新奥迪:4	全新奥迪A9复活，超大车身仅3.7秒破百，剑锋直指迈巴赫
160232349	比亚迪明:5	对标Model X，比亚迪明搭载2.0T+三电机，如破30万值吗？
160232352	瑞虎8plus:7	瑞虎8plus为年轻人设计，sony音响+64色氛围灯，不足13万拿下
160232431	欧拉白猫:7,综合优惠:4	济宁地区欧拉白猫商家报价再下调，最高综合优惠1.6万
160232433	综合优惠:7	新宝骏RS-5再出优惠大动作，最高综合优惠1.5万，想要入手请抓紧
160232435	综合优惠:5	芜湖的朋友们看过来，航海家(进口)现在综合优惠6万！
160232436	欧拉白猫:8,综合优惠:4	济宁行情播报：欧拉白猫迎钜惠，最高综合优惠1.6万
160232437	综合优惠:14	开年贺岁火热来袭，星越限时优惠，最高综合优惠3.6万
160232439	综合优惠:6	林肯最新价格播报：林肯MKC最高综合优惠7万
160232440	综合优惠:14	降价好车大盘点：星越最高综合优惠3.6万
160232447	综合优惠:7	年度不容错过的购车好时机！开年贺岁：帝豪GL，最高综合优惠2万！
160232448	综合优惠:7	降价好车大盘点：博瑞综合优惠3.9万
160232451	欧拉白猫:9	降价好车大盘点：欧拉白猫最高综合优惠1.6万
160232454	综合优惠:7	降价好车大盘点：新宝骏RS-5最高综合优惠1.5万
160232457	综合优惠:6	邯郸地区红旗HS5商家报价再下调，综合优惠1.8万
160232458	综合优惠:7	车闻速递：帝豪GL强势降价，最高综合优惠2万
160232469	全新中置后驱:4,中置后驱跑车:4	日产或将开发全新中置后驱跑车 可能基于Alpine A110打造
160232473	上汽乘用车:9,欧洲市场:4	强势杀入欧洲市场 上汽乘用车在德售出首台MG电动汽车
160232479	高端品牌:14,持续竞争力:7	新能源浪潮下 高端品牌如何保持持续竞争力
160232482	广汽传祺全新一代:5	广汽传祺全新一代GS8谍照曝光 有望年内上市
160232486	全新奔驰:5	海外实拍全新奔驰CLA，轿跑车身更动感，双联屏内饰配运动座椅
160232489	万公里:6	这台17万公里的德系大众刷新你的认知
